Customed_ID,Credit Score,Country,Gender,Age Group,Tenure,Act Balance,Products,Credit Card,Activity Status,Churn Status,Min Churn,Max Churn,Target Churn
15699839,601-700,France,Male,31-40,2,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15711977,601-700,France,Male,31-40,4,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15677062,601-700,France,Female,31-40,6,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15647807,601-700,France,Male,31-40,8,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15775104,601-700,France,Female,31-40,1,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15764841,601-700,France,Female,31-40,0,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15620103,601-700,France,Female,31-40,8,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15759480,601-700,France,Female,31-40,10,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15717065,601-700,France,Female,31-40,8,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15598586,601-700,France,Male,31-40,10,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15801817,601-700,France,Female,31-40,7,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15741693,601-700,France,Male,31-40,4,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15723671,601-700,France,Male,31-40,9,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15590286,601-700,France,Female,31-40,2,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15794323,601-700,France,Male,31-40,8,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15725094,601-700,France,Female,31-40,4,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15626135,601-700,France,Male,31-40,1,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15794178,601-700,France,Male,31-40,3,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15756743,601-700,France,Female,31-40,7,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15658972,601-700,France,Female,31-40,8,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15614520,601-700,France,Female,31-40,8,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15568562,601-700,France,Male,31-40,8,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15665811,601-700,France,Male,31-40,9,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15711521,601-700,France,Male,31-40,3,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15610727,601-700,France,Male,31-40,7,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15637118,601-700,France,Male,31-40,4,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15623744,601-700,France,Male,31-40,8,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15797787,601-700,France,Male,31-40,1,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15598838,601-700,France,Female,31-40,1,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15736717,601-700,France,Male,31-40,7,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15629390,601-700,France,Male,31-40,7,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15815615,601-700,France,Male,31-40,5,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15759034,601-700,France,Male,31-40,2,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15647890,601-700,France,Male,31-40,9,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15780498,601-700,France,Male,31-40,3,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15708048,601-700,France,Female,31-40,4,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15628034,601-700,France,Female,31-40,6,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15748856,601-700,France,Male,31-40,10,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15580629,601-700,France,Male,31-40,6,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15752137,601-700,France,Male,31-40,7,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15654238,601-700,France,Female,31-40,5,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15726484,601-700,France,Male,31-40,7,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15794792,601-700,France,Female,31-40,8,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15647099,601-700,France,Female,31-40,9,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15623196,601-700,France,Male,31-40,6,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15814275,601-700,France,Male,31-40,6,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15723169,601-700,France,Female,31-40,9,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15592765,601-700,France,Male,31-40,8,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15585823,601-700,France,Male,31-40,8,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15568915,601-700,France,Male,31-40,6,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15775293,601-700,France,Male,31-40,3,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15574305,601-700,France,Male,31-40,3,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15668385,601-700,France,Male,31-40,1,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15598840,601-700,France,Male,31-40,1,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15587013,601-700,France,Female,31-40,7,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15770719,601-700,France,Female,31-40,6,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15669656,601-700,France,Male,31-40,6,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15804002,601-700,France,Female,31-40,1,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15729412,601-700,France,Male,31-40,4,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15648320,601-700,France,Female,31-40,7,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15650351,601-700,France,Female,31-40,8,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15681196,601-700,France,Male,31-40,1,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15658195,601-700,France,Male,31-40,5,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15605684,601-700,France,Female,31-40,7,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15750258,601-700,France,Female,31-40,2,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15750248,601-700,France,Female,31-40,8,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15811177,601-700,France,Female,31-40,3,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15619407,601-700,France,Male,31-40,4,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15660541,601-700,France,Male,31-40,5,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15736228,601-700,France,Female,31-40,3,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15699619,601-700,France,Male,31-40,10,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15623560,601-700,France,Female,31-40,6,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15618314,601-700,France,Male,31-40,8,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15587177,601-700,France,Male,31-40,6,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15764409,601-700,France,Male,31-40,9,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15636673,601-700,France,Male,31-40,1,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15786739,601-700,France,Male,31-40,1,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15574167,601-700,France,Male,31-40,2,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15725997,601-700,France,Female,31-40,6,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15578435,601-700,France,Male,31-40,8,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15614213,601-700,France,Male,31-40,0,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15642997,601-700,France,Female,31-40,2,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15792660,601-700,France,Male,31-40,2,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15679531,601-700,France,Male,31-40,5,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15782591,601-700,France,Male,31-40,6,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15726354,601-700,France,Female,31-40,6,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15677871,601-700,France,Male,31-40,9,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15726153,601-700,France,Male,31-40,5,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15672945,601-700,France,Female,31-40,5,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15692599,601-700,France,Male,31-40,5,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15610755,601-700,France,Female,31-40,0,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15607691,601-700,France,Male,31-40,8,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15679587,601-700,France,Female,31-40,9,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15604044,601-700,France,Male,31-40,8,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15729018,601-700,France,Female,31-40,2,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15602034,601-700,France,Female,31-40,2,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15756481,601-700,France,Female,31-40,3,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15732774,601-700,France,Male,31-40,7,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15627212,601-700,France,Female,31-40,2,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15691952,601-700,France,Male,31-40,10,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15630551,601-700,France,Male,31-40,2,100k - 200k,Prod1,Owned,Active,Not Churned,0,1,0.15
15679968,601-700,France,Male,31-40,5,100k - 200k,Prod1,Owned,Inactive,Not Churned,0,1,0.15
15715414,601-700,France,Female,31-40,6,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15640106,601-700,France,Male,31-40,7,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15704597,601-700,France,Male,31-40,7,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15776558,601-700,France,Male,31-40,1,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15575510,601-700,France,Female,31-40,2,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15632143,601-700,France,Male,31-40,2,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15706729,601-700,France,Male,31-40,0,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15590683,601-700,France,Female,31-40,6,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15628824,601-700,France,Female,31-40,5,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15613518,601-700,France,Female,31-40,6,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15729083,601-700,France,Male,31-40,2,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15641091,601-700,France,Female,31-40,5,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15653784,601-700,France,Male,31-40,2,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15750049,601-700,France,Male,31-40,10,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15625716,601-700,France,Female,31-40,9,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15688210,601-700,France,Female,31-40,8,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15772383,601-700,France,Male,31-40,9,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15638983,601-700,France,Female,31-40,5,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15659100,601-700,France,Male,31-40,9,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15775235,601-700,France,Female,31-40,6,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15652169,601-700,France,Male,31-40,2,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15642063,601-700,France,Male,31-40,6,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15599152,601-700,France,Male,31-40,1,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15631217,601-700,France,Male,31-40,6,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15750772,601-700,France,Female,31-40,6,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15649101,601-700,France,Male,31-40,10,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15607874,601-700,France,Male,31-40,0,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15810839,601-700,France,Male,31-40,0,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15721937,601-700,France,Male,31-40,0,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15685476,601-700,France,Male,31-40,5,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15793197,601-700,France,Female,31-40,8,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15747762,601-700,France,Male,31-40,7,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15792720,601-700,France,Male,31-40,6,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15702277,601-700,France,Male,31-40,4,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15696826,601-700,France,Female,31-40,1,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15677087,601-700,France,Female,31-40,5,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15755798,601-700,France,Male,31-40,4,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15596710,601-700,France,Female,31-40,1,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15707199,601-700,France,Male,31-40,0,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15620123,601-700,France,Male,31-40,6,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15790267,601-700,France,Female,31-40,7,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15682547,601-700,France,Male,31-40,1,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15710257,601-700,France,Female,31-40,3,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15628203,601-700,France,Female,31-40,3,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15757521,601-700,France,Male,31-40,2,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15680855,601-700,France,Male,31-40,2,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15617705,601-700,France,Female,31-40,8,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15584320,601-700,France,Female,31-40,3,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15753874,601-700,France,Male,31-40,10,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15798960,601-700,France,Male,31-40,2,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15786170,601-700,France,Male,31-40,4,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15754105,601-700,France,Male,31-40,5,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15610156,601-700,France,Male,31-40,2,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15621435,601-700,France,Female,31-40,1,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15789941,601-700,France,Female,31-40,6,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15720509,601-700,France,Male,31-40,9,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15656613,601-700,France,Female,31-40,3,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15795963,601-700,France,Male,31-40,7,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15582276,601-700,France,Male,31-40,5,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15585533,601-700,France,Male,31-40,6,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15781777,601-700,France,Male,31-40,3,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15667438,601-700,France,Female,31-40,1,100k - 200k,Prod1,Not Owned,Inactive,Churned,0,1,0.15
15785024,601-700,France,Female,31-40,9,100k - 200k,Prod1,Owned,Inactive,Churned,0,1,0.15
15664897,601-700,France,Female,31-40,2,100k - 200k,Prod1,Owned,Active,Churned,0,1,0.15
15713845,601-700,France,Male,31-40,7,100k - 200k,Prod1,Owned,Inactive,Churned,0,1,0.15
15665180,601-700,France,Female,31-40,3,100k - 200k,Prod1,Owned,Inactive,Churned,0,1,0.15
15616530,601-700,France,Male,31-40,6,100k - 200k,Prod1,Not Owned,Inactive,Churned,0,1,0.15
15804962,601-700,France,Male,31-40,1,100k - 200k,Prod1,Owned,Active,Churned,0,1,0.15
15771442,601-700,France,Male,31-40,4,100k - 200k,Prod1,Not Owned,Active,Churned,0,1,0.15
15749068,601-700,France,Female,31-40,9,100k - 200k,Prod1,Owned,Inactive,Churned,0,1,0.15
15666270,601-700,France,Female,31-40,2,100k - 200k,Prod1,Owned,Inactive,Churned,0,1,0.15
15672144,601-700,France,Female,31-40,6,100k - 200k,Prod1,Owned,Active,Churned,0,1,0.15
15603170,601-700,France,Male,31-40,9,100k - 200k,Prod1,Owned,Inactive,Churned,0,1,0.15
15582741,601-700,France,Female,31-40,5,100k - 200k,Prod1,Owned,Inactive,Churned,0,1,0.15
15697997,601-700,France,Male,31-40,5,100k - 200k,Prod1,Not Owned,Active,Churned,0,1,0.15
15775295,601-700,France,Female,31-40,0,100k - 200k,Prod1,Not Owned,Active,Churned,0,1,0.15
15633352,601-700,France,Female,31-40,6,100k - 200k,Prod1,Owned,Inactive,Churned,0,1,0.15
15709994,601-700,France,Female,31-40,7,100k - 200k,Prod1,Not Owned,Active,Churned,0,1,0.15
15797219,601-700,France,Female,31-40,10,100k - 200k,Prod1,Owned,Inactive,Churned,0,1,0.15
15694200,601-700,France,Male,31-40,8,100k - 200k,Prod1,Not Owned,Inactive,Churned,0,1,0.15
15638355,601-700,France,Female,31-40,5,100k - 200k,Prod1,Not Owned,Inactive,Churned,0,1,0.15
15615456,601-700,France,Female,31-40,10,100k - 200k,Prod1,Owned,Inactive,Churned,0,1,0.15
15654390,601-700,France,Male,31-40,7,100k - 200k,Prod1,Owned,Inactive,Churned,0,1,0.15
15773792,601-700,France,Female,31-40,4,100k - 200k,Prod1,Owned,Active,Churned,0,1,0.15
15686463,601-700,France,Male,31-40,7,100k - 200k,Prod1,Owned,Inactive,Churned,0,1,0.15
15738588,601-700,Germany,Female,31-40,2,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15601787,601-700,Germany,Male,31-40,2,100k - 200k,Prod1,Not Owned,Active,Churned,0,1,0.15
15636541,601-700,Germany,Male,31-40,5,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15696361,601-700,Germany,Male,31-40,7,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15664083,601-700,Germany,Female,31-40,2,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15740237,601-700,Germany,Male,31-40,2,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15610711,601-700,Germany,Female,31-40,8,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15715532,601-700,Germany,Male,31-40,4,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15570192,601-700,Germany,Female,31-40,8,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
15722037,601-700,Germany,Male,31-40,7,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15576706,601-700,Germany,Male,31-40,9,100k - 200k,Prod1,Not Owned,Active,Not Churned,0,1,0.15
15714832,601-700,Germany,Male,31-40,9,100k - 200k,Prod1,Not Owned,Inactive,Not Churned,0,1,0.15
